,username,text,query,hashtags,is_road_closed
6771,Go511,"the metro expresslanes website and phone system will be down from 10:00 pm on saturday, november 2 to 2:00 am on sunday, november 3 for scheduled maintenance.

for more info visit:

https: www.metroexpresslanes.net/en/home/index.shtml …",Go511,[],0
6772,Go511,"#gettyfire update  
mandeville canyon
39% containment 

closures
i-405 south at mulholland dr/skirball ctr dr off-ramp
all closures are for an unknown duration.

for more info visit: 
https: go511.com/staticcontent/index/75 …",Go511,['GettyFire'],0
6773,Go511,"#easyfire closure updates

moorpark rd between olsen rd & santa rosa rd

olsen rd between ca-23 and madera rd

only the left lane is open, ca-23 north between tierra rejada rd & new los angeles ave

all lanes closed:
tierra rejada rd between moorpark rd/miller pkwy & n madera rd",Go511,['EasyFire'],1
6774,Go511,"sigalert in santa clarita (acton)
sr-14 north at sierra hwy/red rover mine rd, backed up to escondido canyon rd, the two right lanes are closed for approx. 2 hrs due to a brush fire. expect stopped traffic with delays up to 1 hr.pic.twitter.com/zv2mzmghz7",Go511,[],0
6775,Go511,"fire advisory in santa clarita
chp escorting vehicles through the area due to a brush fire on the right shoulder of the sr-14  north at sierra hwy/red rover mine rdpic.twitter.com/wth6vku2vp",Go511,[],0
6776,Go511,"#hillsidefire closure update
san bernardino 

the sr-18 is closed in both directions btwn 40th st and the 138.

possible alt: hwy 330 to get to the sr-18 in running springs (though recheck conditions regularly).",Go511,['HillsideFire'],1
6777,Go511,"metrolink 
service advisory
10/31/2019  5:14 am

riv line tracks are closed between riverside downtown and pedley stations due to fire department activity. 

for more info visit: 
http: metrolinktrains.com/train-status/ ",Go511,[],0
6778,Go511,"sigalert in colton update
i-10 west to i-215 south connector,  backed up to waterman ave. sigalert issued for an unknown duration.pic.twitter.com/mij6vxl8s6",Go511,[],0
6779,Go511,"sigalert in anaheim hills
 sr-91 west, just west of weir canyon rd, the #4,5,6 lanes are blocked for for approx. 1 hr due to a traffic collision.pic.twitter.com/ihfiixku5f",Go511,['4'],0
6780,Go511,"#hillsidefire evacuation update!!
mandatory evacuations have been declared all homes north of 50th, west of hwy18, and east of mayfield. 
act promptly!

evacuation center: 1020 pacific st san bernardino 92404 krn",Go511,['HillsideFire'],0
6781,Go511,"sigalert in westminster
i-405 south near bolsa avenue. 1 lane is blocked for approx. 30 minutes due to a stalled motor home.pic.twitter.com/wbsbbvn26i",Go511,[],0
6782,Go511,"the metro expresslanes website and phone system will be down from 10:00 pm on saturday, november 2 to 2:00 am on sunday, november 3 for scheduled maintenance.

for more info visit:

https: www.metroexpresslanes.net/en/home/index.shtml …",Go511,[],0
6783,Go511,"did you know that 511 has operators in the caltrans and chp traffic management center? our team is monitoring the fire and getting you the most up to date information, visit: https: go511.com/staticcontent/index/75 …",Go511,[],0
6784,Go511,"sigalert 
la county, gardena
i-405 north near western ave, one lane closed for approximately 30 minutes due to a stalled bus.pic.twitter.com/mpdue0irm2",Go511,[],0
6785,Go511,"closure advisory
hollywood carnival parade 
fri, nov 1st from 10am to 7am

closures
la cienega blvd at hwy 2 to santa monica blvd

san vicente blvd between melrose ave and hwy 2/santa monica blvd

santa monica blvd between n doheny dr/melrose ave and n la cienega blvd",Go511,[],1
6786,Go511,"sigalert in los angles
i-405 south, just north of skirball center dr, the hov lane blocked for approx. 1 hr due to a traffic collision.pic.twitter.com/rwu1wvz1w4",Go511,[],0
6787,ARK-1Responder,@go511  update #easyfirehttps: twitter.com/go511/status/1189961409137758208 …,Go511,['EasyFirehttps'],0
6788,Go511,"#easyfire update

moorpark rd - olsen rd & santa rosa rd

olsen rd - ca-23 & madera rd

left lane is open, ca-23 n -tierra rejada rd 

tierra rejada rd - moorpark rd/miller pkwy & n madera rd

evacuations
all mandatory evacuation orders have been lifted in simi valley & moorpark",Go511,['EasyFire'],0
6789,Go511,"sigalert in tustin 
ca-55 south at edinger ave, backed up to i-5, a disabled big rig has the edinger off-ramp blocked for an unknown duration.",Go511,[],0
6790,Go511,"the metro expresslanes website and phone system will be down from 10:00 pm on saturday, november 2 to 2:00 am on sunday, november 3 for scheduled maintenance.

for more info visit:

https: www.metroexpresslanes.net/en/home/index.shtml …",Go511,[],0
6791,Go511,"#gettyfire update  
mandeville canyon
39% containment 

closures
i-405 south at mulholland dr/skirball ctr dr off-ramp
all closures are for an unknown duration.

for more info visit: 
https: go511.com/staticcontent/index/75 …",Go511,['GettyFire'],0
6792,Go511,"#easyfire closure updates

moorpark rd between olsen rd & santa rosa rd

olsen rd between ca-23 and madera rd

only the left lane is open, ca-23 north between tierra rejada rd & new los angeles ave

all lanes closed:
tierra rejada rd between moorpark rd/miller pkwy & n madera rd",Go511,['EasyFire'],1
6793,Go511,"sigalert in santa clarita (acton)
sr-14 north at sierra hwy/red rover mine rd, backed up to escondido canyon rd, the two right lanes are closed for approx. 2 hrs due to a brush fire. expect stopped traffic with delays up to 1 hr.pic.twitter.com/zv2mzmghz7",Go511,[],0
6794,Go511,"fire advisory in santa clarita
chp escorting vehicles through the area due to a brush fire on the right shoulder of the sr-14  north at sierra hwy/red rover mine rdpic.twitter.com/wth6vku2vp",Go511,[],0
6795,Go511,"#hillsidefire closure update
san bernardino 

the sr-18 is closed in both directions btwn 40th st and the 138.

possible alt: hwy 330 to get to the sr-18 in running springs (though recheck conditions regularly).",Go511,['HillsideFire'],1
6796,Go511,"metrolink 
service advisory
10/31/2019  5:14 am

riv line tracks are closed between riverside downtown and pedley stations due to fire department activity. 

for more info visit: 
http: metrolinktrains.com/train-status/ ",Go511,[],0
6797,Go511,"sigalert in colton update
i-10 west to i-215 south connector,  backed up to waterman ave. sigalert issued for an unknown duration.pic.twitter.com/mij6vxl8s6",Go511,[],0
6798,Go511,"sigalert in anaheim hills
 sr-91 west, just west of weir canyon rd, the #4,5,6 lanes are blocked for for approx. 1 hr due to a traffic collision.pic.twitter.com/ihfiixku5f",Go511,['4'],0
6799,Go511,"#hillsidefire evacuation update!!
mandatory evacuations have been declared all homes north of 50th, west of hwy18, and east of mayfield. 
act promptly!

evacuation center: 1020 pacific st san bernardino 92404 krn",Go511,['HillsideFire'],0
6800,Go511,"#46fire evacuation update!!  residents south of limonite avenue, west of crestmore, east of van buren and north of the santa ana riverbottom, orders to evacuate now.
act promptly!

evacuation center at patriot high school, 4355 camino real in jurupa valley.",Go511,['46FIRE'],0
6801,Go511,"#46fire evacuation shelter
is opened up at patriot high school, located at 4355 camino real.",Go511,['46Fire'],0
6802,Go511,"#hillsidefire evacuations!!!
act promptly!https: twitter.com/abc7/status/1189853628225294336 …",Go511,['HillsideFire'],0
6803,Go511,"#46fire update in jurupa valley
has expanded to 75 acres and is at 0% containment.",Go511,['46FIRE'],0
6804,Go511,"#hillsidefire update!!!
mandatory evacuations are in effect west of the hwy 18, which has been closed.

an evacuation center has been opened at: 
pacific high school
1020 pacific st, 
san bernardino, ca 92404pic.twitter.com/pvlty1aqwz",Go511,['HillsideFire'],0
6805,Go511,"sigalert in san bernardino
connector on i-10 west near i-215 south. 
expect delays.pic.twitter.com/ys6siu3ugs",Go511,[],0
6806,Go511,"hillsidefire in san bernardino
hwy 18 lower waterman canyon threatening homes in north san bernardino.
be cautious!pic.twitter.com/elcne5budl",Go511,[],0
6807,Go511,"sigalert in el monte
i-10 west near peck rd; all lanes closed for 30 min to clear lanes from debris. 
expect delays.pic.twitter.com/yufitxwzfk",Go511,[],0
6808,Go511,"traffic alert in el monte
accident on i-10 west near peck rd, due to traffic collision. one lane is blocked.
be cautious.pic.twitter.com/o7vcfuiwjj",Go511,[],0
6809,Go511,"traffic alert near carson
accident on i-110 south near west 190th st, due to traffic collision.
be cautious.pic.twitter.com/ctqccx3gjm",Go511,[],0
6810,Go511,"special alert: red flag and high wind issued until october 31st at 6 p.m. for parts of la, ventura, riverside, san bernardino and orange counties.pic.twitter.com/1cf4vg6wgv",Go511,[],0
6811,Go511,"advisory brush fire:  castlewood fire in fullerton, stay out of the area, mandatory evacuation",Go511,[],0
6812,Go511,"sigalert 
la county, bel air
i-405 north near mulholland dr.
two lanes are closed for approx. 30 minutes, due to a traffic collision.pic.twitter.com/o46lxlejjb",Go511,[],0
6813,Go511,"update: 
sigalert clear
all lanes are now open.https: twitter.com/go511/status/1189694241108180994 …",Go511,[],0
6814,ローソン公式返信用アカウント,"@ke_go511 抽選結果をお伝えします。「ウチカフェスイーツ20円引クーポン」を差し上げます！ご利用は11/5まで♪レジでクーポンをご提示ください。使い方は⇒https: bit.ly/2z3eoof?ts=20191031111918 …
#ローソン #ウチカフェpic.twitter.com/q2dwjglbcz",Go511,"['ローソン', 'ウチカフェpic']",0
6815,Go511,"update: 
sigalert clear. 
all lanes are now openhttps: twitter.com/go511/status/1189582660378607616 …",Go511,[],0
6816,Go511,"update: 
sr-57 is now open, all lanes have been reopened.https: twitter.com/go511/status/1189624549249146885 …",Go511,[],0
6817,Go511,"sigalert
la county, santa clarita,
sr-14 north near soledad canyon road, 
two lanes closed for approx. 2 hours due to a brush fire.pic.twitter.com/3em34bygus",Go511,[],0
6818,Go511,"sigalert 
san bernardino county, ontario 
sr-60 west of archibald ave, one lane blocked for approximately one hour due to stalled vehicle.pic.twitter.com/xlqr1qxbcm",Go511,[],0
6819,Go511,"sigalert 
san bernardino county, fontana 
i-10 east near citrus ave, on-ramp and mainline is closed for unknown duration due to a brush fire.pic.twitter.com/eelmplorhe",Go511,[],0
6820,Go511,sigalert on i-210 west near baldwin ave.  #1 lane blocked for approx. 30 minutes due to to traffic collision.,Go511,['1'],0
6821,Go511,sigalert on i-210 west connector to i-15 south for approx. 30 minutes due to smoke.,Go511,[],0
6822,Go511,update: sigalert cleared. all lanes now open.https: twitter.com/go511/status/1182384590129786880 …,Go511,[],0
6823,Go511,"sigalert 
san bernardino county, jurupa valley, sr-60 west of pyrite st, two lanes blocked for unknown duration due to a traffic collision.pic.twitter.com/mcb7lzihl7",Go511,[],0
6824,Go511,"sigalert in east la
on i-710 south near bandini blvd.
altantic off-ramp closed for unknown duration due to vehicle fire. 
expect delays.pic.twitter.com/aw5te1mchx",Go511,[],0
6825,Go511,"traffic alert in los altos
minor accident on i-405 north near palo verde ave.
be cautious.pic.twitter.com/qxomtan37s",Go511,[],0
6826,Go511,"traffic alert in west la
accident on i-405 south near west sunset blvd. expect delays.pic.twitter.com/dl5rfjpi6q",Go511,[],0
6827,Go511,"traffic alert in chino
accident on sr-60 east near grove ave.
expect heavy traffic.pic.twitter.com/n55zqxutvr",Go511,[],0
6828,Go511,"traffic alert in downey
minor accident on i-605 south near firestone blvd.
expect delays.pic.twitter.com/c9rsph4rmj",Go511,[],0
6829,Go511,"traffic alert in el monte
accident on-ramp i-10 west near valley blvd.
expect some delays.pic.twitter.com/rdwhvuppgv",Go511,[],0
6830,Go511,"sigalert in seal beach
accident on i-405 north near seal beach blvd sbb.
hov and #1 lane blocked for approximately 30 minutes, due to a traffic collision. expect heavy traffic.pic.twitter.com/lz91prvmqi",Go511,['1'],1
6831,Go511,"traffic alert in san bernardino
3 accidents on the i-215 south between 9th st and inland center dr.
expect some delays.pic.twitter.com/vq62w0c30g",Go511,[],1
6832,Go511,"traffic alert in lynwood
minor accident on-ramp on i-105 west near rosecrans ave.
expect delayspic.twitter.com/sihvvaisvv",Go511,[],0
6833,Go511,"traffic alert in downey
animal on roadway i-710 south near firestone blvd, small white dog on roadside.
be cautious.",Go511,[],0
6834,Go511,"sigalert 
san bernardino county, ontario 
sr-60 west of archibald ave, one lane blocked for approximately one hour due to stalled vehicle.pic.twitter.com/xlqr1qxbcm",Go511,[],0
6835,Go511,"sigalert 
san bernardino county, fontana 
i-10 east near citrus ave, on-ramp and mainline is closed for unknown duration due to a brush fire.pic.twitter.com/eelmplorhe",Go511,[],0
6836,Go511,sigalert on i-210 west near baldwin ave.  #1 lane blocked for approx. 30 minutes due to to traffic collision.,Go511,['1'],0
6837,Go511,sigalert on i-210 west connector to i-15 south for approx. 30 minutes due to smoke.,Go511,[],0
6838,Go511,update: sigalert cleared. all lanes now open.https: twitter.com/go511/status/1182384590129786880 …,Go511,[],0
6839,Go511,"sigalert 
san bernardino county, jurupa valley, sr-60 west of pyrite st, two lanes blocked for unknown duration due to a traffic collision.pic.twitter.com/mcb7lzihl7",Go511,[],0
